factor_id,source_factor_id,name,description,scope,category_level_1,category_level_2,category_level_3,category_level_4,column_text,factor_value,numerator_unit,denominator_unit,original_uom,impact_category,characterisation_basis,geography,lifecycle_boundary,dataset_type,is_full_unit_process_lci,data_type,factor_status,lca_relevance,lca_use_status,requires_human_review,automated_assignment_allowed,is_placeholder,source_name,source_publisher,source_year,source_version,publication_date,source_file_updated,source_page_last_updated,valid_from,valid_to,license,license_decision,source_url,methodology_url,license_url,review_notes
UK-DESNZ-2026-4_300_3018_9_1,4_300_3018_9_1,Passenger vehicles / Cars (by market segment) / Upper medium / Plug-in Hybrid Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,0.12349,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3019_9_1,4_300_3019_9_1,Passenger vehicles / Cars (by market segment) / Upper medium / Battery Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Battery Electric Vehicle,0,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. A zero value can be valid for this component (for example, direct tailpipe emissions for a BEV); verify the corresponding electricity/upstream factor is modelled separately."
UK-DESNZ-2026-4_300_3020_4_1,4_300_3020_4_1,Passenger vehicles / Cars (by market segment) / Executive / Diesel,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Diesel,0.1689,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3021_4_1,4_300_3021_4_1,Passenger vehicles / Cars (by market segment) / Executive / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Petrol,0.1985,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3022_4_1,4_300_3022_4_1,Passenger vehicles / Cars (by market segment) / Executive / Unknown,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Unknown,0.17752,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3023_4_1,4_300_3023_4_1,Passenger vehicles / Cars (by market segment) / Executive / Plug-in Hybrid Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,0.07993,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3024_4_1,4_300_3024_4_1,Passenger vehicles / Cars (by market segment) / Executive / Battery Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Battery Electric Vehicle,0,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. A zero value can be valid for this component (for example, direct tailpipe emissions for a BEV); verify the corresponding electricity/upstream factor is modelled separately."
UK-DESNZ-2026-4_300_3020_9_1,4_300_3020_9_1,Passenger vehicles / Cars (by market segment) / Executive / Diesel,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Diesel,0.27182,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3021_9_1,4_300_3021_9_1,Passenger vehicles / Cars (by market segment) / Executive / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Petrol,0.31945,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3022_9_1,4_300_3022_9_1,Passenger vehicles / Cars (by market segment) / Executive / Unknown,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Unknown,0.2857,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3023_9_1,4_300_3023_9_1,Passenger vehicles / Cars (by market segment) / Executive / Plug-in Hybrid Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,0.12863,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3024_9_1,4_300_3024_9_1,Passenger vehicles / Cars (by market segment) / Executive / Battery Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Battery Electric Vehicle,0,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. A zero value can be valid for this component (for example, direct tailpipe emissions for a BEV); verify the corresponding electricity/upstream factor is modelled separately."
UK-DESNZ-2026-4_300_3025_4_1,4_300_3025_4_1,Passenger vehicles / Cars (by market segment) / Luxury / Diesel,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Diesel,0.20205,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3026_4_1,4_300_3026_4_1,Passenger vehicles / Cars (by market segment) / Luxury / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Petrol,0.3035,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3027_4_1,4_300_3027_4_1,Passenger vehicles / Cars (by market segment) / Luxury / Unknown,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Unknown,0.24885,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3028_4_1,4_300_3028_4_1,Passenger vehicles / Cars (by market segment) / Luxury / Plug-in Hybrid Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,0.10896,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3029_4_1,4_300_3029_4_1,Passenger vehicles / Cars (by market segment) / Luxury / Battery Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Battery Electric Vehicle,0,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. A zero value can be valid for this component (for example, direct tailpipe emissions for a BEV); verify the corresponding electricity/upstream factor is modelled separately."
UK-DESNZ-2026-4_300_3025_9_1,4_300_3025_9_1,Passenger vehicles / Cars (by market segment) / Luxury / Diesel,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Diesel,0.32518,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3026_9_1,4_300_3026_9_1,Passenger vehicles / Cars (by market segment) / Luxury / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Petrol,0.48844,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-4_300_3027_9_1,4_300_3027_9_1,Passenger vehicles / Cars (by market segment) / Luxury / Unknown,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Unknown,0.4005,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
