scope,factor_category,subtype_key,basis,region,unit,co2e_factor,notes
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_articulated_33t_100_laden_miles,STANDARD,UK,miles,1.68059,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 49 (group: 100% Laden; activity/type: HGV (all diesel) / Articulated (>33t))"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_articulated_33t_average_laden_miles,STANDARD,UK,miles,1.46846,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 49 (group: Average laden; activity/type: HGV (all diesel) / Articulated (>33t))"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_artics_0_laden_km,STANDARD,UK,km,0.63162,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 50 (group: 0% Laden; activity/type: HGV (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_artics_50_laden_km,STANDARD,UK,km,0.83506,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 50 (group: 50% Laden; activity/type: HGV (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_artics_100_laden_km,STANDARD,UK,km,1.03849,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 50 (group: 100% Laden; activity/type: HGV (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_artics_average_laden_km,STANDARD,UK,km,0.90581,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 50 (group: Average laden; activity/type: HGV (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_artics_0_laden_miles,STANDARD,UK,miles,1.01648,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 51 (group: 0% Laden; activity/type: HGV (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_artics_50_laden_miles,STANDARD,UK,miles,1.34388,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 51 (group: 50% Laden; activity/type: HGV (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_artics_100_laden_miles,STANDARD,UK,miles,1.67128,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 51 (group: 100% Laden; activity/type: HGV (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_artics_average_laden_miles,STANDARD,UK,miles,1.45775,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 51 (group: Average laden; activity/type: HGV (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_hgvs_0_laden_km,STANDARD,UK,km,0.64392,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 52 (group: 0% Laden; activity/type: HGV (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_hgvs_50_laden_km,STANDARD,UK,km,0.81517,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 52 (group: 50% Laden; activity/type: HGV (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_hgvs_100_laden_km,STANDARD,UK,km,0.98641,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 52 (group: 100% Laden; activity/type: HGV (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_hgvs_average_laden_km,STANDARD,UK,km,0.87296,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 52 (group: Average laden; activity/type: HGV (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_hgvs_0_laden_miles,STANDARD,UK,miles,1.03629,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 53 (group: 0% Laden; activity/type: HGV (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_hgvs_50_laden_miles,STANDARD,UK,miles,1.31188,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 53 (group: 50% Laden; activity/type: HGV (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_hgvs_100_laden_miles,STANDARD,UK,miles,1.58748,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 53 (group: 100% Laden; activity/type: HGV (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgv_all_diesel_all_hgvs_average_laden_miles,STANDARD,UK,miles,1.40489,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 53 (group: Average laden; activity/type: HGV (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_3_5_7_5_tonnes_0_laden_km,STANDARD,UK,km,0.54033,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 58 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>3.5 - 7.5 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_3_5_7_5_tonnes_50_laden_km,STANDARD,UK,km,0.58684,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 58 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>3.5 - 7.5 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_3_5_7_5_tonnes_100_laden_km,STANDARD,UK,km,0.63336,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 58 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>3.5 - 7.5 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_3_5_7_5_tonnes_average_laden_km,STANDARD,UK,km,0.58033,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 58 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>3.5 - 7.5 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_3_5_7_5_tonnes_0_laden_miles,STANDARD,UK,miles,0.86957,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 59 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>3.5 - 7.5 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_3_5_7_5_tonnes_50_laden_miles,STANDARD,UK,miles,0.94442,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 59 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>3.5 - 7.5 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_3_5_7_5_tonnes_100_laden_miles,STANDARD,UK,miles,1.01928,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 59 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>3.5 - 7.5 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_3_5_7_5_tonnes_average_laden_miles,STANDARD,UK,miles,0.93394,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 59 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>3.5 - 7.5 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_7_5_tonnes_17_tonnes_0_laden_km,STANDARD,UK,km,0.64802,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 60 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>7.5 tonnes-17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_7_5_tonnes_17_tonnes_50_laden_km,STANDARD,UK,km,0.73965,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 60 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>7.5 tonnes-17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_7_5_tonnes_17_tonnes_100_laden_km,STANDARD,UK,km,0.83128,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 60 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>7.5 tonnes-17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_7_5_tonnes_17_tonnes_average_laden_km,STANDARD,UK,km,0.7085,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 60 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>7.5 tonnes-17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_7_5_tonnes_17_tonnes_0_laden_miles,STANDARD,UK,miles,1.0429,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 61 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>7.5 tonnes-17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_7_5_tonnes_17_tonnes_50_laden_miles,STANDARD,UK,miles,1.19036,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 61 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>7.5 tonnes-17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_7_5_tonnes_17_tonnes_100_laden_miles,STANDARD,UK,miles,1.33783,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 61 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>7.5 tonnes-17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_7_5_tonnes_17_tonnes_average_laden_miles,STANDARD,UK,miles,1.14022,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 61 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>7.5 tonnes-17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_17_tonnes_0_laden_km,STANDARD,UK,km,0.8925,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 62 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_17_tonnes_50_laden_km,STANDARD,UK,km,1.08604,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 62 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_17_tonnes_100_laden_km,STANDARD,UK,km,1.27958,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 62 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_17_tonnes_average_laden_km,STANDARD,UK,km,1.16344,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 62 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_17_tonnes_0_laden_miles,STANDARD,UK,miles,1.43635,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 63 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_17_tonnes_50_laden_miles,STANDARD,UK,miles,1.74783,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 63 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_17_tonnes_100_laden_miles,STANDARD,UK,miles,2.0593,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 63 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_rigid_17_tonnes_average_laden_miles,STANDARD,UK,miles,1.87239,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 63 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / Rigid (>17 tonnes))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_rigids_0_laden_km,STANDARD,UK,km,0.78757,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 64 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / All rigids)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_rigids_50_laden_km,STANDARD,UK,km,0.93736,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 64 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / All rigids)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_rigids_100_laden_km,STANDARD,UK,km,1.08715,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 64 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / All rigids)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_rigids_average_laden_km,STANDARD,UK,km,0.98435,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 64 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / All rigids)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_rigids_0_laden_miles,STANDARD,UK,miles,1.26746,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 65 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / All rigids)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_rigids_50_laden_miles,STANDARD,UK,miles,1.50852,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 65 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / All rigids)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_rigids_100_laden_miles,STANDARD,UK,miles,1.74959,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 65 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / All rigids)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_rigids_average_laden_miles,STANDARD,UK,miles,1.58414,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 65 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / All rigids)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_3_5_33t_0_laden_km,STANDARD,UK,km,0.71193,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 66 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>3.5 - 33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_3_5_33t_50_laden_km,STANDARD,UK,km,0.88686,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 66 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>3.5 - 33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_3_5_33t_100_laden_km,STANDARD,UK,km,1.06179,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 66 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>3.5 - 33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_3_5_33t_average_laden_km,STANDARD,UK,km,0.88686,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 66 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>3.5 - 33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_3_5_33t_0_laden_miles,STANDARD,UK,miles,1.14572,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 67 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>3.5 - 33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_3_5_33t_50_laden_miles,STANDARD,UK,miles,1.42725,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 67 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>3.5 - 33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_3_5_33t_100_laden_miles,STANDARD,UK,miles,1.70877,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 67 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>3.5 - 33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_3_5_33t_average_laden_miles,STANDARD,UK,miles,1.42725,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 67 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>3.5 - 33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_33t_0_laden_km,STANDARD,UK,km,0.73105,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 68 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_33t_50_laden_km,STANDARD,UK,km,0.96989,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 68 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_33t_100_laden_km,STANDARD,UK,km,1.20873,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 68 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_33t_average_laden_km,STANDARD,UK,km,1.05587,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 68 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_33t_0_laden_miles,STANDARD,UK,miles,1.17649,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 69 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_33t_50_laden_miles,STANDARD,UK,miles,1.56087,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 69 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_33t_100_laden_miles,STANDARD,UK,miles,1.94524,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 69 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_articulated_33t_average_laden_miles,STANDARD,UK,miles,1.69924,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 69 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / Articulated (>33t))"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_artics_0_laden_km,STANDARD,UK,km,0.73018,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 70 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_artics_50_laden_km,STANDARD,UK,km,0.96611,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 70 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_artics_100_laden_km,STANDARD,UK,km,1.20203,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 70 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_artics_average_laden_km,STANDARD,UK,km,1.04817,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 70 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_artics_0_laden_miles,STANDARD,UK,miles,1.17511,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 71 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_artics_50_laden_miles,STANDARD,UK,miles,1.55479,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 71 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_artics_100_laden_miles,STANDARD,UK,miles,1.93447,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 71 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_artics_average_laden_miles,STANDARD,UK,miles,1.68685,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 71 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / All artics)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_hgvs_0_laden_km,STANDARD,UK,km,0.75351,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 72 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_hgvs_50_laden_km,STANDARD,UK,km,0.95446,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 72 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_hgvs_100_laden_km,STANDARD,UK,km,1.15542,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 72 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_hgvs_average_laden_km,STANDARD,UK,km,1.02228,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 72 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_hgvs_0_laden_miles,STANDARD,UK,miles,1.21266,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 73 (group: 0% Laden; activity/type: HGVs refrigerated (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_hgvs_50_laden_miles,STANDARD,UK,miles,1.53606,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 73 (group: 50% Laden; activity/type: HGVs refrigerated (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_hgvs_100_laden_miles,STANDARD,UK,miles,1.85946,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 73 (group: 100% Laden; activity/type: HGVs refrigerated (all diesel) / All HGVs)"
SCOPE_1,ref_delivery_vehicles,hgvs_refrigerated_all_diesel_all_hgvs_average_laden_miles,STANDARD,UK,miles,1.6452,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Delivery vehicles', row 73 (group: Average laden; activity/type: HGVs refrigerated (all diesel) / All HGVs)"
SCOPE_2,ref_uk_electricity,electricity_generated_electricity_uk_kwh,STANDARD,UK,kWh,0.20705,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'UK electricity', row 25 (activity/type: Electricity generated / Electricity: UK)"
SCOPE_2,ref_uk_electricity_for_evs,cars_by_market_segment_mini_battery_electric_vehicle_km,STANDARD,UK,km,0.03537,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'UK electricity for EVs', row 26 (group: Battery Electric Vehicle; activity/type: Cars (by market segment) / Mini)"
SCOPE_2,ref_uk_electricity_for_evs,cars_by_market_segment_mini_battery_electric_vehicle_miles,STANDARD,UK,miles,0.05693,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'UK electricity for EVs', row 27 (group: Battery Electric Vehicle; activity/type: Cars (by market segment) / Mini)"
SCOPE_2,ref_uk_electricity_for_evs,cars_by_market_segment_supermini_plug_in_hybrid_electric_vehicle_km,STANDARD,UK,km,0.02817,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'UK electricity for EVs', row 28 (group: Plug-in Hybrid Electric Vehicle; activity/type: Cars (by market segment) / Supermini)"
SCOPE_2,ref_uk_electricity_for_evs,cars_by_market_segment_supermini_battery_electric_vehicle_km,STANDARD,UK,km,0.04033,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'UK electricity for EVs', row 28 (group: Battery Electric Vehicle; activity/type: Cars (by market segment) / Supermini)"
SCOPE_2,ref_uk_electricity_for_evs,cars_by_market_segment_supermini_plug_in_hybrid_electric_vehicle_miles,STANDARD,UK,miles,0.04533,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'UK electricity for EVs', row 29 (group: Plug-in Hybrid Electric Vehicle; activity/type: Cars (by market segment) / Supermini)"
SCOPE_2,ref_uk_electricity_for_evs,cars_by_market_segment_supermini_battery_electric_vehicle_miles,STANDARD,UK,miles,0.06491,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'UK electricity for EVs', row 29 (group: Battery Electric Vehicle; activity/type: Cars (by market segment) / Supermini)"
SCOPE_2,ref_uk_electricity_for_evs,cars_by_market_segment_lower_medium_plug_in_hybrid_electric_vehicle_km,STANDARD,UK,km,0.01059,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'UK electricity for EVs', row 30 (group: Plug-in Hybrid Electric Vehicle; activity/type: Cars (by market segment) / Lower medium)"
SCOPE_2,ref_uk_electricity_for_evs,cars_by_market_segment_lower_medium_battery_electric_vehicle_km,STANDARD,UK,km,0.04241,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'UK electricity for EVs', row 30 (group: Battery Electric Vehicle; activity/type: Cars (by market segment) / Lower medium)"
